departure_time,arrival_time,edge,origin,dest,predicted_time,actual_time,congestion_ratio,is_congested
0,9,5->0,5,0,4,9,2.25,True
1,9,5->0,5,0,4,8,2.0,True
1,9,5->0,5,0,4,8,2.0,True
0,10,3->7,3,7,4,10,2.5,True
0,10,5->0,5,0,4,10,2.5,True
0,10,2->7,2,7,5,10,2.0,True
0,10,2->7,2,7,5,10,2.0,True
0,10,2->7,2,7,5,10,2.0,True
0,10,2->7,2,7,5,10,2.0,True
0,10,2->7,2,7,5,10,2.0,True
0,10,2->7,2,7,5,10,2.0,True
0,11,2->7,2,7,5,11,2.2,True
1,11,5->0,5,0,4,10,2.5,True
21,26,7->2,7,2,5,5,1.0,False
21,26,7->2,7,2,5,5,1.0,False
21,26,7->2,7,2,5,5,1.0,False
21,26,7->2,7,2,5,5,1.0,False
21,26,7->2,7,2,5,5,1.0,False
36,40,7->2,7,2,5,4,0.8,False
36,41,7->2,7,2,5,5,1.0,False
36,41,7->2,7,2,5,5,1.0,False
36,41,7->2,7,2,5,5,1.0,False
36,41,7->2,7,2,5,5,1.0,False
36,41,7->2,7,2,5,5,1.0,False
36,41,7->2,7,2,5,5,1.0,False
36,41,7->2,7,2,5,5,1.0,False
36,41,7->2,7,2,5,5,1.0,False
36,41,7->2,7,2,5,5,1.0,False
36,41,7->2,7,2,5,5,1.0,False
58,62,7->0,7,0,5,4,0.8,False
58,62,7->0,7,0,5,4,0.8,False
58,63,7->0,7,0,5,5,1.0,False
58,63,7->0,7,0,5,5,1.0,False
58,63,7->0,7,0,5,5,1.0,False
58,63,7->0,7,0,5,5,1.0,False
58,63,7->0,7,0,5,5,1.0,False
58,63,7->0,7,0,5,5,1.0,False
58,63,7->0,7,0,5,5,1.0,False
58,63,7->0,7,0,5,5,1.0,False
58,63,7->0,7,0,5,5,1.0,False
58,63,7->0,7,0,5,5,1.0,False
58,63,7->0,7,0,5,5,1.0,False
58,63,7->0,7,0,5,5,1.0,False
58,63,7->0,7,0,5,5,1.0,False
58,63,7->0,7,0,5,5,1.0,False
58,63,7->0,7,0,5,5,1.0,False
58,63,7->0,7,0,5,5,1.0,False
58,63,7->0,7,0,5,5,1.0,False
58,64,7->0,7,0,5,6,1.2,False
58,64,7->0,7,0,5,6,1.2,False
58,64,7->0,7,0,5,6,1.2,False
58,64,7->0,7,0,5,6,1.2,False
74,78,7->0,7,0,5,4,0.8,False
74,78,7->0,7,0,5,4,0.8,False
74,78,7->0,7,0,5,4,0.8,False
74,78,7->0,7,0,5,4,0.8,False
74,78,7->0,7,0,5,4,0.8,False
74,79,7->0,7,0,5,5,1.0,False
74,79,7->0,7,0,5,5,1.0,False
74,79,7->0,7,0,5,5,1.0,False
74,79,7->0,7,0,5,5,1.0,False
74,79,7->0,7,0,5,5,1.0,False
74,79,7->0,7,0,5,5,1.0,False
74,79,7->0,7,0,5,5,1.0,False
74,79,7->0,7,0,5,5,1.0,False
74,79,7->0,7,0,5,5,1.0,False
74,79,7->0,7,0,5,5,1.0,False
74,79,7->0,7,0,5,5,1.0,False
74,79,7->0,7,0,5,5,1.0,False
74,79,7->0,7,0,5,5,1.0,False
74,79,7->0,7,0,5,5,1.0,False
85,89,7->0,7,0,5,4,0.8,False
85,89,7->0,7,0,5,4,0.8,False
85,89,7->0,7,0,5,4,0.8,False
85,89,7->0,7,0,5,4,0.8,False
85,90,7->0,7,0,5,5,1.0,False
85,90,7->0,7,0,5,5,1.0,False
85,90,7->0,7,0,5,5,1.0,False
85,90,7->0,7,0,5,5,1.0,False
85,90,7->0,7,0,5,5,1.0,False
85,90,7->0,7,0,5,5,1.0,False
85,90,7->0,7,0,5,5,1.0,False
85,90,7->0,7,0,5,5,1.0,False
85,90,7->0,7,0,5,5,1.0,False
85,90,7->0,7,0,5,5,1.0,False
85,90,7->0,7,0,5,5,1.0,False
85,90,7->0,7,0,5,5,1.0,False
86,90,0->7,0,7,4,4,1.0,False
86,90,0->7,0,7,4,4,1.0,False
86,90,0->7,0,7,4,4,1.0,False
86,90,0->7,0,7,4,4,1.0,False
86,90,0->7,0,7,4,4,1.0,False
87,91,0->7,0,7,4,4,1.0,False
87,91,0->7,0,7,4,4,1.0,False
87,91,0->7,0,7,4,4,1.0,False
87,91,0->7,0,7,4,4,1.0,False
87,91,0->7,0,7,4,4,1.0,False
87,91,0->7,0,7,4,4,1.0,False
87,91,0->7,0,7,4,4,1.0,False
87,91,0->7,0,7,4,4,1.0,False
87,91,0->7,0,7,4,4,1.0,False
87,92,0->7,0,7,4,5,1.25,True
87,92,0->7,0,7,4,5,1.25,True
87,92,0->7,0,7,4,5,1.25,True
87,92,0->7,0,7,4,5,1.25,True
87,92,0->7,0,7,4,5,1.25,True
87,92,0->7,0,7,4,5,1.25,True
88,92,0->7,0,7,4,4,1.0,False
88,92,0->7,0,7,4,4,1.0,False
88,92,0->7,0,7,4,4,1.0,False
88,92,0->7,0,7,4,4,1.0,False
88,92,0->7,0,7,4,4,1.0,False
88,92,0->7,0,7,4,4,1.0,False
88,92,0->7,0,7,4,4,1.0,False
102,106,0->7,0,7,4,4,1.0,False
102,106,0->7,0,7,4,4,1.0,False
102,106,0->7,0,7,4,4,1.0,False
103,107,7->0,7,0,5,4,0.8,False
103,107,7->0,7,0,5,4,0.8,False
103,108,7->0,7,0,5,5,1.0,False
103,108,7->0,7,0,5,5,1.0,False
103,108,7->0,7,0,5,5,1.0,False
103,108,7->0,7,0,5,5,1.0,False
103,108,7->0,7,0,5,5,1.0,False
103,108,7->0,7,0,5,5,1.0,False
103,108,7->0,7,0,5,5,1.0,False
103,108,7->0,7,0,5,5,1.0,False
103,108,7->0,7,0,5,5,1.0,False
103,108,7->0,7,0,5,5,1.0,False
103,108,7->0,7,0,5,5,1.0,False
103,109,7->0,7,0,5,6,1.2,False
103,109,7->0,7,0,5,6,1.2,False
105,109,0->7,0,7,4,4,1.0,False
105,109,0->7,0,7,4,4,1.0,False
105,109,0->7,0,7,4,4,1.0,False
105,110,0->7,0,7,4,5,1.25,True
105,110,0->7,0,7,4,5,1.25,True
105,110,0->7,0,7,4,5,1.25,True
105,110,0->7,0,7,4,5,1.25,True
105,110,0->7,0,7,4,5,1.25,True
105,110,0->7,0,7,4,5,1.25,True
105,110,0->7,0,7,4,5,1.25,True
105,110,0->7,0,7,4,5,1.25,True
105,110,0->7,0,7,4,5,1.25,True
105,110,0->7,0,7,4,5,1.25,True
105,110,0->7,0,7,4,5,1.25,True
105,110,0->7,0,7,4,5,1.25,True
105,110,0->7,0,7,4,5,1.25,True
105,110,0->7,0,7,4,5,1.25,True
105,110,0->7,0,7,4,5,1.25,True
105,110,0->7,0,7,4,5,1.25,True
105,110,0->7,0,7,4,5,1.25,True
105,110,0->7,0,7,4,5,1.25,True
105,111,0->7,0,7,4,6,1.5,True
105,112,0->7,0,7,4,7,1.75,True
105,112,0->7,0,7,4,7,1.75,True
105,112,0->7,0,7,4,7,1.75,True
105,112,0->7,0,7,4,7,1.75,True
105,112,0->7,0,7,4,7,1.75,True
110,114,0->7,0,7,4,4,1.0,False
110,114,0->7,0,7,4,4,1.0,False
110,114,0->7,0,7,4,4,1.0,False
110,114,0->7,0,7,4,4,1.0,False
110,114,0->7,0,7,4,4,1.0,False
110,114,0->7,0,7,4,4,1.0,False
110,115,0->7,0,7,4,5,1.25,True
110,115,0->7,0,7,4,5,1.25,True
110,115,0->7,0,7,4,5,1.25,True
